Name                  ;Cns ; RA          ; De         ;Wv   ;Typ   ;   Diam;   Dist;E(B-V);   Age;    pmRA;    pmDe;   RV   ; Reference           ;Aliases
NGC_4833              ;Mus ;194.89780000 ;-70.8718000 ;Op   ;GC    ;   24.6;   8598;  0.32;  9.36;   -8.31;   -0.94;        ; 2018A&A...616A..12G ;FoF 20, FoF 667
NGC_4852              ;Cen ;195.04600000 ;-59.6070000 ;Op   ;OC    ;   14.8;   1330;  0.25;  8.38;   -8.12;   -1.21;        ; 2020A&A...633A..99C ;FoF 1608
NGC_5024              ;Com ;198.22620000 ;+18.1661000 ;Op   ;GC    ;   30.0;  69930;  0.02; 10.10;   -0.15;   -1.35;        ; 2018A&A...616A..12G ;Messier 53
NGC_5045              ;Cen ;198.63000000 ;-63.4200000 ;Op   ;OC    ;   18.6;   3388;  0.46;  7.96;   -7.06;    -1.2;  -16.80; Alessi (Gaia DR2)   ;Alessi 79
NGC_5053              ;Com ;199.11240000 ;+17.7008000 ;Op   ;GC    ;   18.0;  17060;  0.01; 10.10;   -0.36;   -1.26;        ; 2018A&A...616A..12G ;
NGC_5138              ;Cen ;201.82900000 ;-59.0230000 ;Op   ;OC    ;    8.4;   1961;  0.31;  7.50;   -3.60;   -1.45;        ; 2020A&A...633A..99C ;FoF 1995
NGC_5139              ;Cen ;201.78760000 ;-47.4515000 ;Op   ;GC    ;   99.0;   8084;  0.12;  9.72;   -3.19;   -6.74;        ; 2018A&A...616A..12G ;Omega Cen, FoF 643, FoF 2363, FoF 2431
NGC_5155              ;Cen ;202.73192980 ;-63.5271062 ;Op   ;OC?   ;   13.6;   4167;  0.35;  7.00;   -6.71;   -1.35;        ; arXiv:1910.12600v1  ;FoF 259
NGC_5168              ;Cen ;202.79100000 ;-60.9450000 ;Op   ;OC    ;    5.3;   3571;  0.35;  8.46;   -4.13;   -1.48;        ; 2020A&A...633A..99C ;FoF 427
NGC_5269              ;Cen ;206.14700000 ;-62.9070000 ;Op   ;OC    ;    5.8;   2174;  0.42;  8.49;   -4.49;   -1.92;        ; 2020A&A...633A..99C ;Dias 4A, FoF 261
NGC_5272              ;CVn ;205.54860000 ;+28.3760000 ;Op   ;GC    ;   52.8;  37736;  0.01; 10.10;   -0.11;   -2.63;        ; 2018A&A...616A..12G ;Messier 3
NGC_5281              ;Cen ;206.61400000 ;-62.9160000 ;Op   ;OC    ;    5.5;   1658;  0.26;  7.73;   -4.63;   -2.39;        ; 2020A&A...633A..99C ;FoF 1168
NGC_5286              ;Cen ;206.61360000 ;-51.3723000 ;Op   ;GC    ;   22.2;  59524;  0.24; 10.10;    0.18;   -0.15;        ; 2018A&A...616A..12G ;
NGC_5288              ;Cir ;207.19300000 ;-64.6800000 ;Op   ;OC    ;    5.3;   2899;  0.83;  8.93;   -3.85;   -1.94;        ; 2020A&A...633A..99C ;FoF 138
NGC_5316              ;Cen ;208.51600000 ;-61.8830000 ;Op   ;OC    ;   20.4;   1504;  0.31;  8.59;   -6.30;   -1.51;        ; 2020A&A...633A..99C ;FoF 1170
NGC_5381              ;Cen ;210.20500000 ;-59.5780000 ;Op   ;OC    ;   15.8;   2639;  0.62;  7.83;   -6.03;   -2.93;        ; 2020A&A...633A..99C ;Ruprecht 109, FoF 430
NGC_5460              ;Cen ;211.84700000 ;-48.2850000 ;Op   ;OC    ;   31.0;    746;  0.09;  7.97;   -6.60;   -3.45;        ; 2020A&A...633A..99C ;Theia 266, UPK 601, FoF 2360
NGC_5466              ;Boo ;211.36140000 ;+28.5331000 ;Op   ;GC    ;   24.6;  47619;      ; 10.10;   -5.40;   -0.79;        ; 2018A&A...616A..12G ;
NGC_559               ;Cas ; 22.38700000 ;+63.3010000 ;Op   ;OC    ;    9.7;   3077;  0.60;  8.93;   -4.26;    0.25;        ; 2020A&A...633A..99C ;FoF 551
NGC_5593              ;Lup ;216.41900000 ;-54.7950000 ;Op   ;OC    ;   16.2;   1056;  0.04;  8.16;   -5.81;   -2.08;        ; 2020A&A...633A..99C ;Theia 422, FoF 2345
NGC_5606              ;Cen ;216.94600000 ;-59.6320000 ;Op   ;OC    ;    4.1;   2674;  0.46;  7.35;   -4.88;   -2.90;        ; 2020A&A...633A..99C ;
NGC_5617              ;Cen ;217.45200000 ;-60.7190000 ;Op   ;OC    ;   14.0;   2500;  0.50;  8.25;   -5.64;   -3.17;        ; 2020A&A...633A..99C ;
NGC_5634              ;Vir ;217.40530000 ; -5.9773000 ;Op   ;GC    ;   13.8;  26260;  0.05; 10.10;   -1.73;   -1.53;        ; 2018A&A...616A..12G ;
NGC_5662              ;Cen ;218.73400000 ;-56.6400000 ;Op   ;OC    ;   39.6;    776;  0.38;  7.78;   -6.43;   -7.24;        ; 2020A&A...633A..99C ;Theia 60, UPK 603, FoF 2331
NGC_5694              ;Hya ;219.90100000 ;-26.5390000 ;Op   ;GC    ;   11.4;  36390;  0.09; 10.10;   -0.49;   -1.07;        ; 2019MNRAS.484.2832V ;
NGC_5715              ;Cir ;220.85900000 ;-57.5780000 ;Op   ;OC    ;    7.8;   2299;  0.47;  8.79;   -3.49;   -2.32;        ; 2020A&A...633A..99C ;FoF 431
NGC_5749              ;Lup ;222.20400000 ;-54.5020000 ;Op   ;OC    ;   16.7;   1124;  0.48;  7.90;   -2.76;   -3.08;        ; 2020A&A...633A..99C ;FoF 2346
NGC_5764              ;Lup ;223.38900000 ;-52.6670000 ;Op   ;OC    ;    4.1;   2114;  1.11;  8.78;   -3.33;   -2.32;        ; 2020A&A...633A..99C ;FoF 1996
NGC_581               ;Cas ; 23.33900000 ;+60.6590000 ;Op   ;OC    ;    7.4;   2681;  0.33;  7.61;   -1.38;   -0.50;        ; 2020A&A...633A..99C ;Messier 103, FoF 2131, ?UBC 186
NGC_5822              ;Lup ;226.05100000 ;-54.3660000 ;Op   ;OC    ;   44.2;    842;  0.31;  8.90;   -7.42;   -5.53;        ; 2020A&A...633A..99C ;Loden 2104, Theia 1174, UPK 611, FoF 2241
NGC_5823              ;Cir ;226.36500000 ;-55.6080000 ;Op   ;OC    ;   16.1;   1919;  0.10;  8.48;   -3.69;   -2.44;        ; 2020A&A...633A..99C ;FoF 432
NGC_5824              ;Lup ;225.99400000 ;-33.0680000 ;Op   ;GC    ;   16.8;  32820;  0.13; 10.10;   -1.17;   -2.23;        ; 2019MNRAS.484.2832V ;
NGC_5897              ;Lib ;229.35150000 ;-21.0115000 ;Op   ;GC    ;   34.2;  14706;  0.09; 10.10;   -5.41;   -3.46;        ; 2018A&A...616A..12G ;
NGC_5904              ;Ser ;229.63940000 ; +2.0766000 ;Op   ;GC    ;   52.8;   8811;  0.03; 10.10;    4.06;   -9.86;        ; 2018A&A...616A..12G ;Messier 5
NGC_5925              ;Nor ;231.84700000 ;-54.5150000 ;Op   ;OC    ;   22.8;   1473;  0.75;  8.50;   -4.32;   -5.14;        ; 2020A&A...633A..99C ;FoF 1611
NGC_5927              ;Lup ;232.00650000 ;-50.6694000 ;Op   ;GC    ;   24.0;  10040;  0.45;  8.32;   -5.05;   -3.23;        ; 2018A&A...616A..12G ;FoF 1997
NGC_5946              ;Nor ;233.87110000 ;-50.6617000 ;Op   ;GC    ;   14.4;  22523;  0.54; 10.10;   -5.19;   -1.65;        ; 2018A&A...616A..12G ;
NGC_5986              ;Lup ;236.52110000 ;-37.7826000 ;Op   ;GC    ;   19.8;  13928;  0.28;  9.54;   -4.22;   -4.55;        ; 2018A&A...616A..12G ;FoF 644
NGC_5999              ;Nor ;238.04600000 ;-56.4820000 ;Op   ;OC    ;    5.3;   3067;  0.44;  8.63;   -3.39;   -4.22;        ; 2020A&A...633A..99C ;FoF 141
NGC_6005              ;Nor ;238.95500000 ;-57.4390000 ;Op   ;OC    ;    6.8;   2762;  0.69;  9.11;   -4.01;   -3.81;        ; 2020A&A...633A..99C ;FoF 67
NGC_6025              ;TrA ;240.77900000 ;-60.4300000 ;Op   ;OC    ;   35.0;    788;  0.21;  7.97;   -2.90;   -3.04;        ; 2020A&A...633A..99C ;UPK 615, FoF 2278
NGC_6031              ;Nor ;241.90700000 ;-54.0140000 ;Op   ;OC    ;    4.3;   1873;  0.52;  7.83;   -2.13;   -3.03;        ; 2020A&A...633A..99C ;FoF 2102
NGC_6067              ;Nor ;243.29900000 ;-54.2270000 ;Op   ;OC    ;   13.4;   2257;  0.41;  7.97;   -1.91;   -2.59;        ; 2020A&A...633A..99C ;FoF 143
NGC_6087              ;Nor ;244.72100000 ;-57.9160000 ;Op   ;OC    ;   29.5;    976;  0.27;  7.89;   -1.57;   -2.41;        ; 2020A&A...633A..99C ;Theia 299, FoF 2279
NGC_609               ;Cas ; 24.10200000 ;+64.5400000 ;Op   ;OC    ;    3.1;   6944;  0.75;  9.15;   -0.67;   -0.07;        ; 2020A&A...633A..99C ;King 3
NGC_6093              ;Sco ;244.25640000 ;-22.9723000 ;Op   ;GC    ;   20.4;  17921;  0.18; 10.10;   -2.95;   -5.56;        ; 2018A&A...616A..12G ;Messier 80
NGC_6101              ;Aps ;246.45100000 ;-72.2020000 ;Op   ;GC    ;   15.0;  14010;  0.05; 10.10;    1.76;   -0.22;        ; 2019MNRAS.484.2832V ;
NGC_6121              ;Sco ;245.89760000 ;-26.5279000 ;Op   ;GC    ;  106.2;   2000;  0.35; 10.11;  -12.50;  -18.98;        ; 2018A&A...616A..12G ;Messier 4, FoF 645
NGC_6124              ;Sco ;246.33200000 ;-40.6610000 ;Op   ;OC    ;   48.1;    642;  0.66;  8.32;   -0.20;   -2.09;        ; 2020A&A...633A..99C ;Theia 848, UPK 637, FoF 2347
NGC_6134              ;Nor ;246.95300000 ;-49.1610000 ;Op   ;OC    ;   18.7;   1182;  0.46;  8.99;    2.18;   -4.48;        ; 2020A&A...633A..99C ;FoF 1185
NGC_6139              ;Sco ;246.91800000 ;-38.8490000 ;Op   ;GC    ;   15.6;  10290;  0.75; 10.10;   -6.18;   -2.65;        ; 2019MNRAS.484.2832V ;
NGC_6144              ;Sco ;246.80610000 ;-26.0301000 ;Op   ;GC    ;   18.6;  14970;  0.36; 10.10;   -1.76;   -2.64;        ; 2018A&A...616A..12G ;
NGC_6152              ;Nor ;248.21300000 ;-52.6290000 ;Op   ;OC    ;   18.0;   1684;  0.20;  8.40;   -2.51;   -4.98;        ; 2020A&A...633A..99C ;FoF 2064, FoF 2065
NGC_6167              ;Nor ;248.66200000 ;-49.7590000 ;Op   ;OC    ;   10.2;   1531;  0.85;  7.45;   -0.62;   -2.85;        ; 2020A&A...633A..99C ;Harvard 11, FoF 864
NGC_6171              ;Oph ;248.13500000 ;-13.0570000 ;Op   ;GC    ;   27.6;   6757;  0.33; 10.11;   -1.94;   -5.95;        ; 2018A&A...616A..12G ;Messier 107, FoF 647
NGC_6178              ;Sco ;248.93900000 ;-45.6350000 ;Op   ;OC    ;    9.6;    910;  0.24;  7.33;    0.52;   -3.34;        ; 2020A&A...633A..99C ;UPK 631
NGC_6192              ;Sco ;250.07700000 ;-43.3550000 ;Op   ;OC    ;   10.1;   1751;  0.64;  8.27;    1.65;   -0.19;        ; 2020A&A...633A..99C ;FoF 437
NGC_6193              ;Ara ;250.31900000 ;-48.7770000 ;Op   ;OC    ;   18.7;   1232;  0.56;  6.74;    1.28;   -4.11;        ; 2020A&A...633A..99C ;FoF 2224
NGC_6200              ;Ara ;251.04000000 ;-47.4650000 ;Op   ;OC    ;   16.2;   2749;  0.54;  7.00;   -1.21;   -2.23;        ; Alessi (Gaia DR2)   ;
NGC_6204              ;Ara ;251.53800000 ;-47.0270000 ;Op   ;OC    ;    7.3;   1242;  0.43;  8.07;   -0.69;   -0.60;        ; 2020A&A...633A..99C ;FoF 1186
NGC_6205              ;Her ;250.42170000 ;+36.4596000 ;Op   ;GC    ;   56.4;  12484;  0.02; 10.10;   -3.18;   -2.59;        ; 2018A&A...616A..12G ;Messier 13, Great Her Cl
NGC_6208              ;Ara ;252.33600000 ;-53.7140000 ;Op   ;OC    ;   19.4;   1205;  0.21;  9.23;   -0.97;   -1.52;        ; 2020A&A...633A..99C ;FoF 2063
NGC_6216              ;Sco ;252.33500000 ;-44.7210000 ;Op   ;OC    ;    6.8;   2725;  1.16;  7.25;   -1.27;   -2.55;        ; 2020A&A...633A..99C ;FoF 275
NGC_6218              ;Oph ;251.81010000 ; -1.9510000 ;Op   ;GC    ;   36.0;   6398;  0.19; 10.10;   -0.16;   -6.77;        ; 2018A&A...616A..12G ;Messier 12
NGC_6229              ;Her ;251.74500000 ;+47.5280000 ;Op   ;GC    ;   19.8;  31160;  0.01; 10.10;   -1.19;   -0.44;        ; 2019MNRAS.484.2832V ;
NGC_6231              ;Sco ;253.54500000 ;-41.8120000 ;Op   ;OC    ;   17.6;   1698;      ;  6.68;   -0.53;   -2.18;        ; 2020A&A...633A..99C ;FoF 440
NGC_6235              ;Oph ;253.35570000 ;-22.1798000 ;Op   ;GC    ;   18.0;  16181;  0.31; 10.10;   -3.94;   -7.56;        ; 2018A&A...616A..12G ;
NGC_6242              ;Sco ;253.87800000 ;-39.4740000 ;Op   ;OC    ;   12.5;   1325;  0.42;  7.53;    1.15;   -0.82;        ; 2020A&A...633A..99C ;FoF 1621
NGC_6249              ;Sco ;254.44500000 ;-44.8150000 ;Op   ;OC    ;    4.9;   1269;  0.52;  8.09;    1.73;   -3.43;        ; 2020A&A...633A..99C ;
NGC_6250              ;Ara ;254.49700000 ;-45.9510000 ;Op   ;OB    ;   12.6;   1012;  0.39;  7.46;    0.45;   -2.38;        ; 2020A&A...633A..99C ;Ara OB1 B-East, Ara OB1A B, Theia 132, FoF 2225
NGC_6253              ;Ara ;254.77800000 ;-52.7120000 ;Op   ;OC    ;    7.2;   1776;  0.20;  9.61;   -4.54;   -5.28;        ; 2020A&A...633A..99C ;FoF 21
NGC_6254              ;Oph ;254.28610000 ; -4.0981000 ;Op   ;GC    ;   31.8;   6618;  0.28; 10.11;   -4.70;   -6.53;        ; 2018A&A...616A..12G ;Messier 10, FoF 648, FoF 2203
NGC_6256              ;Sco ;254.88600000 ;-37.1210000 ;Op   ;GC    ;   14.4;   7070;  1.04;  9.82;   -3.66;   -1.49;        ; 2019MNRAS.484.2832V ;BH 208
NGC_6259              ;Sco ;255.19500000 ;-44.6780000 ;Op   ;OC    ;   17.3;   2451;  0.65;  8.62;   -1.01;   -2.89;        ; 2020A&A...633A..99C ;FoF 144
NGC_6266              ;Oph ;255.28210000 ;-30.0938000 ;Op   ;GC    ;   25.2;   4572;  0.47;  9.60;   -5.33;   -2.98;        ; 2018A&A...616A..12G ;Messier 62, FoF 625
NGC_6268              ;Sco ;255.52400000 ;-39.7210000 ;Op   ;OC    ;    9.6;   1577;  0.42;  8.65;    0.91;   -0.78;        ; 2020A&A...633A..99C ;
NGC_6273              ;Oph ;255.65610000 ;-26.2696000 ;Op   ;GC    ;   25.2;  10823;  0.39;  9.55;   -3.22;    1.61;        ; 2018A&A...616A..12G ;Messier 19, FoF 636
NGC_6281              ;Sco ;256.17900000 ;-37.9480000 ;Op   ;OC    ;   31.1;    534;  0.19;  8.43;   -1.86;   -4.02;        ; 2020A&A...633A..99C ;Russeil 462, UPK 643, FoF 2332
NGC_6284              ;Oph ;256.11870000 ;-24.7662000 ;Op   ;GC    ;   25.2;  20040;  0.28; 10.05;   -3.19;   -2.05;        ; 2018A&A...616A..12G ;
NGC_6287              ;Oph ;256.28820000 ;-22.7183000 ;Op   ;GC    ;   20.4;   9311;  0.60; 10.10;   -4.89;   -1.92;        ; 2018A&A...616A..12G ;
NGC_6293              ;Oph ;257.54130000 ;-26.5799000 ;Op   ;GC    ;   18.6;  14368;  0.36; 10.10;    0.82;   -4.31;        ; 2018A&A...616A..12G ;
NGC_6304              ;Oph ;258.63700000 ;-29.4816000 ;Op   ;GC    ;   15.6;   9285;  0.54; 10.05;   -3.95;   -1.12;        ; 2018A&A...616A..12G ;
NGC_6316              ;Oph ;259.15340000 ;-28.1532000 ;Op   ;GC    ;   14.4;  15175;  0.54; 10.00;   -4.82;   -4.61;        ; 2018A&A...616A..12G ;
NGC_6318              ;Sco ;259.04400000 ;-39.4240000 ;Op   ;OC    ;    5.4;   2439;  1.17;  7.80;   -0.74;   -2.45;        ; 2020A&A...633A..99C ;BH 218
NGC_6322              ;Sco ;259.62500000 ;-42.9370000 ;Op   ;OC    ;    7.9;   1374;  0.67;  7.16;    0.18;   -2.27;        ; 2020A&A...633A..99C ;
NGC_6325              ;Oph ;259.49620000 ;-23.7668000 ;Op   ;GC    ;   12.0;   6988;  0.91; 10.10;   -8.38;   -9.01;        ; 2018A&A...616A..12G ;
NGC_6333              ;Oph ;259.80210000 ;-18.5146000 ;Op   ;GC    ;   23.4;  10707;  0.39;  9.57;   -2.20;   -3.21;        ; 2018A&A...616A..12G ;Messier 9, FoF 637
NGC_6341              ;Her ;259.28210000 ;+43.1352000 ;Op   ;GC    ;   48.6;  17730;  0.02; 10.10;   -4.94;   -0.56;        ; 2018A&A...616A..12G ;Messier 92
NGC_6342              ;Oph ;260.29830000 ;-19.6050000 ;Op   ;GC    ;   24.6;  10277;  0.46; 10.00;   -2.95;   -7.01;        ; 2018A&A...616A..12G ;
NGC_6352              ;Ara ;261.37390000 ;-48.4270000 ;Op   ;GC    ;   26.4;   6481;  0.22; 10.06;   -2.19;   -4.42;        ; 2018A&A...616A..12G ;FoF 22
NGC_6355              ;Oph ;260.99400000 ;-26.3530000 ;Op   ;GC    ;   10.8;   8650;  0.77; 10.10;   -4.66;   -0.52;        ; 2019MNRAS.484.2832V ;
NGC_6356              ;Oph ;260.88980000 ;-17.8128000 ;Op   ;GC    ;   20.4;  12642;  0.27; 10.05;   -3.77;   -3.37;        ; 2018A&A...616A..12G ;FoF 638
NGC_6357              ;Sco ;261.18500000 ;-34.2030000 ;Op   ;OC    ;    6.2;   1764;  2.20;  6.06;   -0.85;   -2.08;        ; 2020A&A...633A..99C ;Pismis 24
NGC_6362              ;Ara ;262.97720000 ;-67.0492000 ;Op   ;GC    ;   27.6;  10267;  0.09; 10.06;   -5.50;   -4.74;        ; 2018A&A...616A..12G ;FoF 6
NGC_6366              ;Oph ;261.93930000 ; -5.0752000 ;Op   ;GC    ;   54.0;   4363;  0.71;  8.67;   -0.38;   -5.13;        ; 2018A&A...616A..12G ;FoF 649, FoF 2045
NGC_637               ;Cas ; 25.77500000 ;+64.0380000 ;Op   ;OC    ;    3.6;   2959;  0.58;  6.74;   -1.20;    0.03;        ; 2020A&A...633A..99C ;
NGC_6380              ;Sco ;263.62020000 ;-39.0694000 ;Op   ;GC    ;   15.0;   9862;  1.18; 10.05;   -2.10;   -3.19;        ; 2018A&A...616A..12G ;Tonantzintla 1, Pismis 25
NGC_6383              ;Sco ;263.67300000 ;-32.5730000 ;Op   ;OC    ;    9.8;   1145;  0.42;  6.72;    2.60;   -1.71;        ; 2020A&A...633A..99C ;NGC 6374, LMR 272, FoF 2107
NGC_6388              ;Sco ;264.06540000 ;-44.7423000 ;Op   ;GC    ;   26.4;  20747;  0.37; 10.08;   -1.35;   -2.71;        ; 2018A&A...616A..12G ;FoF 23
NGC_6396              ;Sco ;264.39900000 ;-35.0130000 ;Op   ;OC    ;    3.5;   2833;  1.06;  7.20;   -0.45;   -2.05;        ; 2020A&A...633A..99C ;FoF 148
NGC_6397              ;Ara ;265.16970000 ;-53.6773000 ;Op   ;GC    ;   48.6;   2645;  0.19;  8.92;    3.29;  -17.59;        ; 2018A&A...616A..12G ;FoF 14, FoF 2263
NGC_6400              ;Sco ;265.06200000 ;-36.9570000 ;Op   ;OC    ;   11.5;   1255;  0.20;  8.80;    0.50;   -2.55;        ; 2020A&A...633A..99C ;FoF 715
NGC_6401              ;Oph ;264.65810000 ;-23.9173000 ;Op   ;GC    ;   16.8;   8651;  0.72; 10.05;   -2.82;    1.44;        ; 2018A&A...616A..12G ;
NGC_6402              ;Oph ;264.39840000 ; -3.2473000 ;Op   ;GC    ;   36.0;  18657;  0.60;  9.76;   -3.61;   -5.04;        ; 2018A&A...616A..12G ;Messier 14, FoF 650, FoF 2202
NGC_6404              ;Sco ;264.91600000 ;-33.2240000 ;Op   ;OC    ;    7.3;   2817;  1.06;  8.79;    0.19;   -0.70;        ; 2020A&A...633A..99C ;FoF 280, UBC 567
NGC_6405              ;Sco ;265.06900000 ;-32.2420000 ;Op   ;OC    ;   33.0;    460;  0.14;  7.77;   -1.31;   -5.85;        ; 2020A&A...633A..99C ;Messier 6, Theia 122, UPK 652, FoF 2415,
NGC_6416              ;Sco ;266.01400000 ;-32.3440000 ;Op   ;OC    ;   28.9;   1085;  0.23;  8.34;   -1.95;   -2.33;        ; 2020A&A...633A..99C ;FoF 2314, HD 160840 Grp, UBC 331
NGC_6425              ;Sco ;266.73300000 ;-31.5070000 ;Op   ;OC    ;   13.7;   1013;  0.39;  8.60;    3.80;   -1.65;        ; 2020A&A...633A..99C ;Theia 892, FoF 2315, UBC 333
NGC_6426              ;Oph ;266.22800000 ; +3.1700000 ;Op   ;GC    ;   21.6;  19740;  0.36; 10.10;   -1.86;   -2.99;        ; 2019MNRAS.484.2832V ;
NGC_6440              ;Sgr ;267.20280000 ;-20.3521000 ;Op   ;GC    ;   18.0;  10438;  1.07; 10.05;   -1.21;   -3.88;        ; 2018A&A...616A..12G ;
NGC_6441              ;Sco ;267.55400000 ;-37.0660000 ;Op   ;GC    ;   15.0;  24814;  0.47;  8.85;   -2.54;   -5.30;        ; 2018A&A...616A..12G ;FoF 677
NGC_6444              ;Sco ;267.40879340 ;-34.8106865 ;Op   ;OC:   ;   31.6;   1905;  0.23;  9.02;   -0.93;   -0.90;        ; 2020A&A...635A..45C ;Ruprecht 132, UBC 329
NGC_6451              ;Sco ;267.67500000 ;-30.2060000 ;Op   ;OC    ;    9.4;   3289;  0.69;  7.52;   -0.10;   -1.33;        ; 2020A&A...633A..99C ;FoF 149, UBC 570
NGC_6453              ;Sco ;267.71970000 ;-34.6002000 ;Op   ;GC    ;   18.0;  23529;  0.64; 10.10;    0.07;   -5.85;        ; 2018A&A...616A..12G ;
NGC_6469              ;Sgr ;268.27700000 ;-22.3000000 ;Op   ;OC    ;    7.3;   1704;  0.33;  8.88;    0.64;    0.81;        ; 2020A&A...633A..99C ;
NGC_6475              ;Sco ;268.44700000 ;-34.8410000 ;Op   ;OC    ;  100.1;    280;  0.22;  8.39;    3.10;   -5.43;        ; 2020A&A...633A..99C ;Messier 7, OPD 57, Theia 692, UPK 651, FoF 2404
NGC_6494              ;Sgr ;269.23700000 ;-18.9870000 ;Op   ;OC    ;   35.0;    739;  0.44;  8.47;    0.28;   -1.81;        ; 2020A&A...633A..99C ;Messier 23, Theia 653, UPK 3, FoF 2336
NGC_6496              ;Sco ;269.76770000 ;-44.2660000 ;Op   ;GC    ;   15.0;  12453;  0.15; 10.05;   -3.03;   -9.20;        ; 2018A&A...616A..12G ;
NGC_6514              ;Sgr ;270.59625000 ;-23.0305560 ;Op   ;OC    ;   10.0;   1266;  0.33;  6.49;    0.41;   -1.69;        ; 2019ApJ...870...32K ;Messier 20, Trifid neb Cl, Sgr I, Sgr T1
NGC_6517              ;Oph ;270.45280000 ; -8.9568000 ;Op   ;GC    ;   19.2;  46083;  1.08; 10.10;   -1.52;   -4.26;        ; 2018A&A...616A..12G ;
NGC_6520              ;Sgr ;270.85600000 ;-27.8840000 ;Op   ;OC    ;    3.4;   1799;  0.50;  7.74;    0.69;   -0.42;        ; 2020A&A...633A..99C ;FoF 717
NGC_6522              ;Sgr ;270.89560000 ;-30.0350000 ;Op   ;GC    ;   12.0;  14347;  0.48; 10.10;    2.58;   -6.34;        ; 2018A&A...616A..12G ;
NGC_6523              ;Sgr ;271.06183300 ;-24.3627500 ;Op   ;OC    ;   10.0;   1333;  0.32;  6.93;    1.32;   -2.07;        ; 2019ApJ...870...32K ;Messier 8, Lagoon Neb Cl, NGC 6530, NGC 6533, Sgr OB1 A, Sgr II, Sgr T2, FoF 868
NGC_6528              ;Sgr ;271.20390000 ;-30.0550000 ;Op   ;GC    ;   12.0;  13405;  0.54;  9.95;   -2.19;   -5.57;        ; 2018A&A...616A..12G ;
NGC_6531              ;Sgr ;271.03600000 ;-22.5050000 ;Op   ;OC    ;   14.2;   1253;  0.34;  6.88;    0.53;   -1.52;        ; 2020A&A...633A..99C ;Messier 21, FoF 2110
NGC_6535              ;Ser ;270.95900000 ; -0.2953000 ;Op   ;GC    ;   13.8;   7728;  0.34; 10.10;   -4.21;   -2.95;        ; 2018A&A...616A..12G ;
NGC_6539              ;Oph ;271.19240000 ; -7.5896000 ;Op   ;GC    ;   22.8;  15873;  1.02;  8.86;   -6.83;   -3.48;        ; 2018A&A...616A..12G ;FoF 627
NGC_654               ;Cas ; 26.00800000 ;+61.8830000 ;Op   ;OC    ;    6.4;   3195;  0.75;  7.25;   -1.09;   -0.27;        ; 2020A&A...633A..99C ;
NGC_6540              ;Sgr ;271.53600000 ;-27.7650000 ;Op   ;GC    ;   15.0;   4180;  0.66; 10.10;   -3.76;   -2.80;        ; 2019MNRAS.484.2832V ;Djorgovski 3
NGC_6541              ;CrA ;271.98270000 ;-43.7144000 ;Op   ;GC    ;   27.6;   8780;  0.14;  9.36;    0.28;   -8.77;        ; 2018A&A...616A..12G ;FoF 15, FoF 656
NGC_6544              ;Sgr ;271.84380000 ;-25.0186000 ;Op   ;GC    ;   21.6;   3020;  0.76;  9.76;   -2.33;  -18.56;        ; 2018A&A...616A..12G ;FoF 150, FoF 2108
NGC_6553              ;Sgr ;272.32300000 ;-25.9090000 ;Op   ;GC    ;   18.6;   5300;  0.64;  9.39;    0.25;   -0.41;        ; 2019MNRAS.484.2832V ;FoF 151, FoF 2109
NGC_6554              ;Sgr ;272.23000000 ;-18.4430560 ;Op   ;OC    ;   26.4;   1624;  0.79;  8.62;   -0.72;    -1.7;        ; Alessi (Gaia DR2)   ;
NGC_6558              ;Sgr ;272.57300000 ;-31.7640000 ;Op   ;GC    ;   15.6;   6200;  0.44; 10.10;   -1.81;   -4.13;        ; 2019MNRAS.484.2832V ;
NGC_6561              ;Sgr ;272.65900000 ;-16.7400000 ;Op   ;OC    ;    9.8;   1527;  0.79;  7.05;   -0.00;   -0.75;        ; 2020A&A...633A..99C ;Sgr OB6
NGC_6568              ;Sgr ;273.19200000 ;-21.6120000 ;Op   ;OC    ;   16.8;   1068;  0.39;  8.73;    0.59;   -1.38;        ; 2020A&A...633A..99C ;Theia 674, FoF 2226
NGC_6569              ;Sgr ;273.41200000 ;-31.8270000 ;Op   ;GC    ;   16.8;  11180;  0.53;  9.95;   -4.11;   -7.27;        ; 2019MNRAS.484.2832V ;
NGC_6583              ;Sgr ;273.96200000 ;-22.1430000 ;Op   ;OC    ;    5.5;   2421;  0.56;  8.87;    1.30;    0.11;        ; 2020A&A...633A..99C ;FoF 152
NGC_6584              ;Tel ;274.65700000 ;-52.2160000 ;Op   ;GC    ;   18.6;  13570;  0.10; 10.10;   -0.05;   -7.18;        ; 2019MNRAS.484.2832V ;
NGC_659               ;Cas ; 26.10800000 ;+60.6790000 ;Op   ;OC    ;    7.7;   3484;  0.65;  7.76;   -0.80;   -0.26;        ; 2020A&A...633A..99C ;
NGC_6596              ;Sgr ;274.38000000 ;-16.6500000 ;Op   ;OC    ;   13.2;   1894;  0.17;  8.60;    0.46;   -1.45;        ; Alessi (Gaia DR2)   ;
NGC_6603              ;Sgr ;274.61600000 ;-18.4090000 ;Op   ;OC    ;    4.8;   3086;  0.83;  8.62;    0.12;   -2.04;        ; 2020A&A...633A..99C ;FoF 153
